,& uppercase,5OCIALite,"13,800,000,000,000,000",13.8 quadrillion,"13,759,005,997,841,642 ",,,"415,679.94","6,928.0",115.5,4.8,,,,,,,,,
,& symbols,5OCIAL!te,"640,000,000,000,000,000",640 quadrillion,"636,954,190,679,126,495 ",,,"19,243,329.02","320,722.2","5,345.4",222.7,7.3,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
10,lowercase alphanumeric,ev3ryth1ng,"3,800,000,000,000,000",3.8 quadrillion,"3,760,620,109,779,060",,,"113,613.90","1,893.6",31.6,1.3,,,,,,,,,
,& uppercase,ev3ryth1Ng,"850,000,000,000,000,000",850 quadrillion,"853,058,371,866,181,866",,,"25,772,156.25","429,535.9","7,158.9",298.3,9.8,,,,,,,,
,& symbols,£v3ryth1Ng,"60,000,000,000,000,000,000",60 quintillion,"60,510,648,114,517,017,120 ",,,"1,828,116,257.24","30,468,604.3","507,810.1","21,158.8",695.6,58,,,,,,,
,,,,,,,,,,,,,,,,,,,,
11,lowercase alphanumeric,netherwor1d,"135,000,000,000,000,000",135 quadrillion,"135,382,323,952,046,196",,,"4,090,100.42","68,168.3","1,136.1",47.3,1.6,,,,,,,,
,& uppercase,NETHERwor1d,"53,000,000,000,000,000,000",53 quintillion,"52,889,619,055,703,275,754 ",,,"1,597,873,687.48","26,631,228.1","443,853.8","18,493.9",608.0,51,,,,,,,
,& symbols,ÑETHËRwor1d,"5,700,000,000,000,000,000,000",5.7 sextillion,"5,748,511,570,879,116,626,495 ",,,"173,671,044,437.44","2,894,517,407.3","48,241,956.8","2,010,081.5","66,084.9","5,503",55.03,5.5,,,,,
,,,,,,,,,,,,,,,,,,,,
12,lowercase alphanumeric,cand1eholder,"4,900,000,000,000,000,000",4.9 quintillion,"4,873,763,662,273,663,092",,,"147,243,615.17","2,454,060.3","40,901.0","1,704.2",56.0,4.7,,,,,,,
,& uppercase,Cand1eHolder,"3,300,000,000,000,000,000,000",3.3 sextillion,"3,279,156,381,453,603,096,810 ",,,"99,068,168,623.98","1,651,136,143.7","27,518,935.7","1,146,622.3","37,697.2","3,139",31,3.1,,,,,
,& symbols,C&nd1eHolder,"550,000,000,000,000,000,000,000",550 sextillion,"546,108,599,233,516,079,517,120 ",,,"16,498,749,221,556.40","274,979,153,692.6","4,582,985,894.9","190,957,745.6","6,278,064.2","522,814","5,228",523,0.50,,,,
,,,,,,,,,,,,,,,,,,,,
13,lowercase alphanumeric,invinci6ility,"175,000,000,000,000,000,000",175 quintillion,"175,455,491,841,851,871,348 ",,,"5,300,770,146.28","88,346,169.1","1,472,436.2","61,351.5","2,017.0",168,2,0,,,,,
,& uppercase,invinci6ilitY,"203,000,000,000,000,000,000,000",203 sextillion,"203,307,695,650,123,392,002,282 ",,,"6,142,226,454,686.50","102,370,440,911.4","1,706,174,015.2","71,090,584.0","2,337,225.2","194,635","1,946",195,,,,,
,& symbols,Invincible m8,"52,000,000,000,000,000,000,000,000",52 septillion,"51,880,316,927,184,027,554,126,495 ",,,"1,567,381,176,047,860.00","26,123,019,600,797.6","435,383,660,013.3","18,140,985,833.9","596,416,103.3","49,667,312","496,673","49,667",50,,,,
,,,,,,,,,,,,,,,,,,,,
14,lowercase alphanumeric,5imultaneously,"6,300,000,000,000,000,000,000",6.3 sextillion,"6,316,397,706,306,667,368,564",,,"190,827,725,266.06","3,180,462,087.8","53,007,701.5","2,208,654.2","72,613.3","6,047",60,6,,,,,
,& uppercase,5imulTANEously,"13,000,000,000,000,000,000,000,000",13 septillion,"12,605,077,130,307,650,304,141,546 ",,,"380,818,040,190,562.00","6,346,967,336,509.4","105,782,788,941.8","4,407,616,205.9","144,907,961.8","12,067,395","120,674","12,067",12,,,,
,& symbols,Add sp8ces now,"4,900,000,000,000,000,000,000,000,000",4.9 octillion,"4,928,630,108,082,482,617,642,017,120",,,"148,901,211,724,546,000.00","2,481,686,862,075,770.0","41,361,447,701,262.8","1,723,393,654,219.3","56,659,529,817.5","4,718,394,673","47,183,947","4,718,395","4,718",4.7,,,
,,,,,,,,,,,,,,,,,,,,
15,lowercase alphanumeric,thisisapassw0rd,"230,000,000,000,000,000,000,000",230 sextillion,"227,390,317,427,040,025,268,340",,,"6,869,798,109,578.25","114,496,635,159.6","1,908,277,252.7","79,511,552.2","2,614,079.0","217,691","2,177",218,,,,,
,& uppercase,ThisIsAPassw0rd,"780,000,000,000,000,000,000,000,000",780 septillion,"781,514,782,079,074,318,856,775,914",,,"23,610,718,491,814,900.00","393,511,974,863,582.0","6,558,532,914,393.0","273,272,204,766.4","8,984,293,632.7","748,178,521","7,481,785","748,179","41,576",,,,
,& symbols,This A Passw0rd,"470,000,000,000,000,000,000,000,000,000",470 octillion,"468,219,860,267,835,848,675,991,626,495 ",,,"14,145,615,113,831,900,000.00","235,760,251,897,198,000.0","3,929,337,531,619,970.0","163,722,397,150,832.0","5,382,655,332,664.1","448,247,493,911","4,482,474,939","448,247,494","448,247",448,,,
,,,,,,,,,,,,,,,,,,,,
16,lowercase alphanumeric,alphanumeric4eva,"8,200,000,000,000,000,000,000,000",8.2 septillion,"8,186,051,427,373,440,909,660,276 ",,,"247,312,731,944,817.00","4,121,878,865,747.0","68,697,981,095.8","2,862,415,879.0","94,106,844.0","7,836,868","78,369","7,837",7.8,,,,
,& uppercase,AlphaNumeric4EVA,"48,000,000,000,000,000,000,000,000,000",48 octillion,"48,453,916,488,902,607,769,120,106,730",,,"1,463,864,546,492,530,000.00","24,397,742,441,542,100.0","406,629,040,692,368.0","16,942,876,695,515.3","557,026,205,228.2","46,387,068,297","463,870,683","46,387,068","46,387",46,,,
,& symbols,sp8ces R symbols,"44,000,000,000,000,000,000,000,000,000,000",44 nonillion,"44,480,886,725,444,405,624,219,204,517,120",,,"1,343,833,435,814,030,000,000.00","22,397,223,930,233,800,000.0","373,287,065,503,897,000.0","15,553,627,729,329,100.0","511,352,256,603,094.0","42,583,511,921,503","425,835,119,215","42,583,511,922","42,583,512","42,584",43,,
