10,lowercase alphanumeric,ev3ryth1ng,"3,800,000,000,000,000",3.8 quadrillion,"3,760,620,109,779,060",,,37.61,0.6,0.0,0.0,,,,,,,,,
,& uppercase,ev3ryth1Ng,"850,000,000,000,000,000",850 quadrillion,"853,058,371,866,181,866",,,"8,530.58",142.2,2.4,0.1,0.0,,,,,,,,
,& symbols,£v3ryth1Ng,"60,000,000,000,000,000,000",60 quintillion,"60,510,648,114,517,017,120 ",,,"605,106.48","10,085.1",168.1,7.0,0.2,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,
11,lowercase alphanumeric,netherwor1d,"135,000,000,000,000,000",135 quadrillion,"135,382,323,952,046,196",,,"1,353.82",22.6,0.4,0.0,0.0,,,,,,,,
,& uppercase,NETHERwor1d,"53,000,000,000,000,000,000",53 quintillion,"52,889,619,055,703,275,754 ",,,"528,896.19","8,814.9",146.9,6.1,0.2,0,,,,,,,
,& symbols,ÑETHËRwor1d,"5,700,000,000,000,000,000,000",5.7 sextillion,"5,748,511,570,879,116,626,495 ",,,"57,485,115.71","958,085.3","15,968.1",665.3,21.9,2,0.02,0.0,,,,,
,,,,,,,,,,,,,,,,,,,,
12,lowercase alphanumeric,cand1eholder,"4,900,000,000,000,000,000",4.9 quintillion,"4,873,763,662,273,663,092",,,"48,737.64",812.3,13.5,0.6,0.0,0.0,,,,,,,
,& uppercase,Cand1eHolder,"3,300,000,000,000,000,000,000",3.3 sextillion,"3,279,156,381,453,603,096,810 ",,,"32,791,563.81","546,526.1","9,108.8",379.5,12.5,1,0,0.0,,,,,
,& symbols,C&nd1eHolder,"550,000,000,000,000,000,000,000",550 sextillion,"546,108,599,233,516,079,517,120 ",,,"5,461,085,992.34","91,018,099.9","1,516,968.3","63,207.0","2,078.0",173,2,0,0.50,,,,
,,,,,,,,,,,,,,,,,,,,
13,lowercase alphanumeric,invinci6ility,"175,000,000,000,000,000,000",175 quintillion,"175,455,491,841,851,871,348 ",,,"1,754,554.92","29,242.6",487.4,20.3,0.7,0,0,0,,,,,
,& uppercase,invinci6ilitY,"203,000,000,000,000,000,000,000",203 sextillion,"203,307,695,650,123,392,002,282 ",,,"2,033,076,956.50","33,884,615.9","564,743.6","23,531.0",773.6,64,1,0,,,,,
,& symbols,Invincible m8,"52,000,000,000,000,000,000,000,000",52 septillion,"51,880,316,927,184,027,554,126,495 ",,,"518,803,169,271.84","8,646,719,487.9","144,111,991.5","6,004,666.3","197,413.7","16,440",164,16,0,,,,
,,,,,,,,,,,,,,,,,,,,
14,lowercase alphanumeric,5imultaneously,"6,300,000,000,000,000,000,000",6.3 sextillion,"6,316,397,706,306,667,368,564",,,"63,163,977.06","1,052,733.0","17,545.5",731.1,24.0,2,0,0,,,,,
,& uppercase,5imulTANEously,"13,000,000,000,000,000,000,000,000",13 septillion,"12,605,077,130,307,650,304,141,546 ",,,"126,050,771,303.08","2,100,846,188.4","35,014,103.1","1,458,921.0","47,964.5","3,994",40,4,0,,,,
,& symbols,Add sp8ces now,"4,900,000,000,000,000,000,000,000,000",4.9 octillion,"4,928,630,108,082,482,617,642,017,120",,,"49,286,301,080,824.80","821,438,351,347.1","13,690,639,189.1","570,443,299.5","18,754,304.4","1,561,789","15,618","1,562",1.56,0.0,,,
,,,,,,,,,,,,,,,,,,,,
15,lowercase alphanumeric,thisisapassw0rd,"230,000,000,000,000,000,000,000",230 sextillion,"227,390,317,427,040,025,268,340",,,"2,273,903,174.27","37,898,386.2","631,639.8","26,318.3",865.3,72,1,0,,,,,
,& uppercase,ThisIsAPassw0rd,"780,000,000,000,000,000,000,000,000",780 septillion,"781,514,782,079,074,318,856,775,914",,,"7,815,147,820,790.74","130,252,463,679.8","2,170,874,394.7","90,453,099.8","2,973,801.2","247,647","2,476",248,"41,576",,,,
,& symbols,This A Passw0rd,"470,000,000,000,000,000,000,000,000,000",470 octillion,"468,219,860,267,835,848,675,991,626,495 ",,,"4,682,198,602,678,350.00","78,036,643,377,972.5","1,300,610,722,966.2","54,192,113,456.9","1,781,658,915.1","148,369,920","1,483,699","148,370",148,0,,,
,,,,,,,,,,,,,,,,,,,,
16,lowercase alphanumeric,alphanumeric4eva,"8,200,000,000,000,000,000,000,000",8.2 septillion,"8,186,051,427,373,440,909,660,276 ",,,"81,860,514,273.73","1,364,341,904.6","22,739,031.7","947,459.7","31,149.4","2,594",26,3,0.0,,,,
,& uppercase,AlphaNumeric4EVA,"48,000,000,000,000,000,000,000,000,000",48 octillion,"48,453,916,488,902,607,769,120,106,730",,,"484,539,164,889,026.00","8,075,652,748,150.4","134,594,212,469.2","5,608,092,186.2","184,375,673.9","15,354,120","153,541","15,354",15,0,,,
,& symbols,sp8ces R symbols,"44,000,000,000,000,000,000,000,000,000,000",44 nonillion,"44,480,886,725,444,405,624,219,204,517,120",,,"444,808,867,254,444,000.00","7,413,481,120,907,400.0","123,558,018,681,790.0","5,148,250,778,407.9","169,257,596,935.6","14,095,142,446","140,951,424","14,095,142","14,095",14.10,0,,
